,NAME,TEAM,POS,AGE,GP,MPG,MP%,USG%,TO%,FTA,FT%,2PA,2P%,3PA,3P%,TS%,PPG,RPG,TRB%,APG,AST%,SPG,BPG,VI,Year
7330,Victor Wembanyama,San,F-C,21.3,46,33.2,,30.4,14.8,189,0.836,454,0.586,403,0.352,0.594,24.3,11,,3.7,,1.1,3.8,12,2024
7331,Brandon Miller,Cha,F,22.4,27,34.2,,27.7,13.4,79,0.861,198,0.475,293,0.355,0.54,21,4.9,,3.6,,1.1,0.7,8.4,2024
7332,Taylor Hendricks,Uta,F,21.4,3,24.8,,12.2,9.8,4,0.75,6,0.167,12,0.25,0.354,4.7,5,,0.7,,1.7,1.3,4.1,2024
7333,Amen Thompson,Hou,G-F,22.2,69,32.3,,17.4,16.5,247,0.684,606,0.599,91,0.275,0.602,14.1,8.2,,3.8,,1.4,1.3,9.4,2024
7334,Ausar Thompson,Det,G-F,22.2,59,22.5,,19.1,14.8,142,0.641,411,0.572,49,0.224,0.568,10.1,5.1,,2.3,,1.7,0.7,8.7,2024
7335,Anthony Black,Orl,G,21.2,78,24.2,,19.6,18.3,197,0.761,426,0.469,195,0.318,0.52,9.4,3,,3.1,,1.1,0.6,7.3,2024
7336,Gradey Dick,Tor,G-F,21.4,54,29.4,,21,11.4,155,0.858,321,0.47,326,0.35,0.543,14.4,3.6,,1.8,,0.9,0.2,6.2,2024
7337,Rayan Rupert,Por,G-F,20.9,52,8.8,,16.8,17.4,30,0.767,83,0.506,59,0.271,0.499,3,1.3,,0.5,,0.3,0.1,5.7,2024
7338,GG Jackson,Mem,F,20.3,29,15.8,,21.8,13.5,40,0.725,104,0.404,95,0.337,0.482,7.2,3.2,,1,,0.4,0.2,7.2,2024
7339,Cam Whitmore,Hou,F,20.8,51,16.2,,23.9,10.2,72,0.75,220,0.518,183,0.355,0.549,9.4,3,,1,,0.6,0.3,7.5,2024
7340,Jarace Walker,Ind,F,21.6,75,15.8,,17.1,17.8,69,0.667,175,0.543,185,0.405,0.59,6.1,3.1,,1.5,,0.7,0.3,7.7,2024
7341,Cason Wallace,Okc,G,21.4,68,27.6,,12.8,10.8,37,0.811,281,0.562,208,0.356,0.562,8.4,3.4,,2.5,,1.8,0.5,6,2024
7342,Keyonte George,Uta,G,21.4,67,31.5,,24.3,16.6,285,0.818,412,0.449,507,0.343,0.539,16.8,3.8,,5.6,,0.7,0.1,9,2024
7343,Jalen Hood-Schifino,Lal,G,21.8,2,7.1,,9,41,2,1,1,1,0,0,1.064,2,0.5,,0.5,,0,0.5,4.5,2024
7344,Maxwell Lewis,Lal,F,22.7,7,4.2,,11.9,25,0,0,6,0.333,0,0,0.333,0.6,0.3,,0.3,,0.1,0,3.6,2024
7345,Maxwell Lewis,Bro,F,22.7,21,14.2,,17.3,10.5,10,0.7,52,0.462,50,0.38,0.526,5.3,2.5,,0.8,,0.4,0.3,6.2,2024
7346,Jordan Hawkins,Nor,G,23,56,23.6,,21,9.4,98,0.816,224,0.433,332,0.331,0.504,10.8,2.8,,1.2,,0.5,0.4,5.6,2024
7347,Kobe Bufkin,Atl,G,21.6,10,12.4,,20.9,14.5,18,0.722,28,0.5,19,0.211,0.483,5.3,2.1,,1.7,,0.3,0.2,8.6,2024
7348,Jett Howard,Orl,G,21.6,60,11.7,,19.2,12.1,23,0.696,76,0.566,186,0.296,0.491,4.5,1.2,,0.7,,0.2,0.2,5.3,2024
7349,Trey Alexander,Den,G,22,23,5,,17.5,10.8,4,0.75,24,0.417,17,0.176,0.374,1.4,0.5,,0.5,,0.1,0,5.6,2024
7350,Dereck Lively II,Dal,C,21.2,36,23.1,,13.6,17.7,73,0.63,191,0.702,0,0,0.704,8.7,7.5,,2.4,,0.6,1.6,9.3,2024
7351,Dariq Whitehead,Bro,G-F,20.7,20,12.3,,20.1,13.5,5,0.6,22,0.273,74,0.446,0.58,5.7,1.5,,0.6,,0.3,0.1,5.6,2024
7352,Brice Sensabaugh,Uta,F,21.5,71,20.2,,21.5,15.1,73,0.89,227,0.52,372,0.422,0.612,10.9,3,,1.5,,0.6,0.1,7.2,2024
7353,Noah Clowney,Bro,F-C,20.7,46,22.7,,19,11,80,0.838,111,0.414,261,0.333,0.516,9.1,3.9,,0.9,,0.5,0.5,5.6,2024
7354,Bilal Coulibaly,Was,G,20.7,59,33,,17.9,16.7,185,0.746,400,0.5,224,0.281,0.515,12.3,5,,3.4,,1.3,0.7,7.2,2024
7355,Colby Jones,Sac,G,22.9,24,5.4,,10.9,21.2,0,0,16,0.438,10,0.4,0.5,1.1,1,,0.3,,0.3,0.3,5.1,2024
7356,Nick Smith Jr.,Cha,G,21,60,22.8,,20.8,12.6,46,0.935,262,0.45,306,0.34,0.502,9.9,2.1,,2.4,,0.3,0.1,6.5,2024
7357,Emoni Bates,Cle,F,21.2,10,7.5,,22.7,5,0,0,8,0.25,30,0.367,0.487,3.7,0.7,,0.8,,0.1,0.1,6.8,2024
7358,Reece Beekman,Gol,G,23.5,2,2.1,,10.3,0,0,0,1,1,0,0,1,1,0.5,,0.5,,0.5,0,12,2024
7359,Reece Beekman,Bro,G,23.5,34,13.7,,12.8,16.5,21,0.762,66,0.409,40,0.175,0.395,2.7,1.1,,1.8,,0.9,0.1,5.1,2024
7360,Adem Bona,Phi,F,22,58,15.6,,14.3,24.1,100,0.67,191,0.707,1,0,0.714,5.8,4.2,,0.5,,0.4,1.2,5.9,2024
7361,Kobe Brown,Lac,F,25.3,40,6.8,,14,14.2,7,0.714,46,0.587,26,0.231,0.513,1.9,1.6,,0.6,,0.2,0.1,7.2,2024
7362,Toumani Camara,Por,F,24.9,78,32.7,,14.4,13.3,126,0.722,356,0.542,360,0.375,0.572,11.3,5.8,,2.2,,1.5,0.6,6.4,2024
7363,Jaylen Clark,Min,G,23.5,40,13.1,,12,6.2,37,0.784,69,0.493,51,0.431,0.598,4.1,1.3,,0.7,,0.9,0.1,4.7,2024
7364,Ricky Council IV,Phi,G,23.7,73,17.1,,20.3,10.1,153,0.804,250,0.488,213,0.258,0.502,7.3,2.9,,1.3,,0.4,0.2,7.1,2024
7365,Zach Edey,Mem,C,22.9,66,21.5,,16.4,16.9,127,0.709,381,0.612,52,0.346,0.624,9.2,8.3,,1,,0.5,1.3,7.9,2024
7366,Adam Flagler,Okc,G,25.4,37,5.5,,21.1,4,2,0.5,24,0.458,72,0.194,0.335,1.8,0.7,,0.3,,0.2,0.1,5.3,2024
7367,Andre Jackson Jr.,Mil,G,23.4,67,14.6,,11.9,22.7,24,0.5,121,0.529,76,0.395,0.554,3.4,2.7,,1.2,,0.5,0.2,6.1,2024
7368,Bobi Klintman,Det,F,22.1,8,5.3,,11.8,8.9,2,0.5,5,0.8,5,0.4,0.689,1.9,0.9,,0.9,,0.3,0.1,8.7,2024
7369,Chris Livingston,Mil,F,21.5,21,5,,16.6,18,16,0.75,19,0.474,8,0,0.441,1.4,1.7,,0.2,,0.2,0,6.2,2024
7370,Jordan Miller,Lac,G,25.2,37,11.4,,18.2,16.2,35,0.8,96,0.521,38,0.211,0.509,4.1,1.6,,0.9,,0.5,0.1,6.3,2024
7371,Julian Phillips,Chi,F,21.4,79,14.2,,12.9,8.6,76,0.789,134,0.582,153,0.327,0.571,4.6,2.1,,0.5,,0.5,0.3,4.8,2024
7372,Brandin Podziemski,Gol,G,22.1,64,26.8,,18.3,10.6,95,0.758,320,0.516,309,0.372,0.557,11.7,5.1,,3.4,,1.1,0.2,8.8,2024
7373,Olivier-Maxence Prosper,Dal,F,22.8,52,11.2,,16.3,7.4,76,0.645,123,0.472,51,0.235,0.484,3.9,2.4,,0.8,,0.5,0.1,7,2024
7374,Adama Sanogo,Chi,F,23.2,4,5.4,,15.6,12.5,0,0,7,0.571,0,0,0.571,2,1.5,,0.3,,0,0,7.2,2024
7375,Ben Sheppard,Ind,G,23.7,63,19.5,,11.3,7.1,27,0.889,88,0.591,199,0.342,0.555,5.3,2.8,,1.3,,0.6,0.2,5.5,2024
7376,Nae'Qwan Tomlin,Cle,F,24.3,5,12.7,,26,5.8,11,0.727,22,0.5,10,0.2,0.489,7.2,4.2,,0.4,,0,0.2,7.2,2024
7377,Tristan Vukcevic,Was,F,22.1,35,14.6,,25.7,14.8,67,0.776,140,0.586,102,0.373,0.608,9.4,3.7,,1.1,,0.3,0.7,9.2,2024
7378,Jordan Walsh,Bos,G,21.1,52,7.8,,11.5,17,12,0.583,28,0.536,55,0.273,0.464,1.6,1.3,,0.4,,0.2,0.2,4.8,2024
7379,Jalen Bridges,Pho,F,23.9,8,3.8,,18.5,35.3,4,0.75,0,0,7,0.286,0.514,1.1,0.5,,0,,0,0,0,2024
7380,Tristan da Silva,Orl,F,23.9,74,22,,15.2,10.4,63,0.873,244,0.488,239,0.335,0.522,7.2,3.3,,1.5,,0.4,0.2,6,2024
7381,Tosan Evbuomwan,Bro,F,24.2,28,23.8,,19.1,15,73,0.753,143,0.49,77,0.312,0.53,9.5,4.3,,2,,0.9,0.4,7.3,2024
7382,Jazian Gortman,Dal,G,22.1,16,3.5,,22.6,17.7,4,0.5,12,0.417,11,0.364,0.485,1.5,0.3,,0.4,,0.1,0.1,6.5,2024
7383,PJ Hall,Den,C,23.1,19,3.5,,17.8,7.6,4,0.75,16,0.75,8,0.25,0.641,1.7,1.2,,0.2,,0,0.2,8.5,2024
7384,Dillon Jones,Okc,F,23.5,54,10.2,,13.3,17.4,28,0.607,70,0.5,63,0.254,0.464,2.5,2.2,,1.1,,0.3,0.1,7.1,2024
7385,Pelle Larsson,Mia,G,24.1,55,14.2,,14.4,10.6,61,0.672,108,0.528,95,0.337,0.546,4.6,1.7,,1.2,,0.6,0.1,5.9,2024
7386,Jaylen Martin,Bro,G,21.2,3,1.6,,18.6,0,0,0,1,0,1,1,0.75,1,0,,0,,0,0,0,2024
7387,Jaylen Martin,Was,G,21.2,13,18,,15.9,14.2,10,0.9,50,0.48,22,0.273,0.491,5.8,3.4,,1.3,,0.7,0,6.6,2024
7388,Tristen Newton,Ind,G,24,5,1.6,,39.7,13.4,1,1,3,0.333,3,0,0.233,0.6,0,,0.2,,0,0,0,2024
7389,Tristen Newton,Min,G,24,3,2.7,,16.2,33.3,0,0,2,0,0,0,0,0,1.3,,0.3,,0.3,0,0,2024
7390,Drew Peterson,Bos,F,25.4,25,7.4,,12.5,16.2,9,0.778,8,0.5,33,0.394,0.601,2.2,1.6,,0.5,,0.2,0.1,6.5,2024
7391,Antonio Reeves,Nor,G,22.4,44,15,,18.8,10.8,35,0.8,119,0.521,129,0.395,0.579,6.9,1.4,,0.9,,0.5,0.1,5.5,2024
7392,Hunter Tyson,Den,F,24.8,51,7.8,,15.5,10.4,28,0.75,46,0.478,74,0.311,0.506,2.6,1.5,,0.4,,0.2,0.1,5.9,2024
7393,Matas Buzelis,Chi,F,20.5,80,18.9,,18.7,11.8,108,0.815,289,0.54,266,0.361,0.571,8.6,3.5,,1,,0.4,0.9,6.6,2024
7394,Ronald Holland II,Det,F,19.8,81,15.6,,18.1,14.7,122,0.754,265,0.608,151,0.238,0.556,6.4,2.7,,1,,0.6,0.2,6.6,2024
7395,Craig Porter,Cle,G,25.1,51,10.1,,15.9,21.3,32,0.719,92,0.554,48,0.438,0.61,3.7,1.3,,1.4,,0.3,0.3,7.5,2024
7396,Liam Robbins,Mil,C,25.8,13,4.4,,14.2,42.2,10,0.5,6,0.333,2,0,0.363,0.7,0.9,,0.2,,0.2,0.2,4.6,2024
7397,Duop Reath,Por,C,28.8,46,10.2,,17,8.8,22,0.909,60,0.6,106,0.321,0.552,4.2,2,,0.6,,0.3,0.3,6.7,2024
7398,Damion Baugh,Cha,G,24.7,15,24.7,,19.2,19.2,15,0.867,74,0.405,56,0.214,0.399,7.3,3.3,,3.7,,1,0.1,7.2,2024
7399,Yuri Collins,Gol,G,24.1,2,8.2,,7.8,0,0,0,3,0.333,0,0,0.333,1,1.5,,2,,1,0,7,2024
7400,Tyler Smith,Mil,F,20.4,23,5.3,,22.2,13.7,8,0.75,20,0.55,30,0.433,0.626,2.9,1.1,,0.2,,0.1,0.2,6.5,2024
7401,Elijah Harkless,Uta,G,25.2,10,13.8,,12.3,7.8,6,0.5,10,0.4,25,0.28,0.425,3.2,2.1,,0.8,,1,0.1,5.1,2024
7402,Trey Jemison,Nor,C,25.4,16,10.4,,13,23.7,21,0.381,32,0.469,0,0,0.461,2.4,2.8,,0.6,,0.4,0.4,6.1,2024
7403,Trey Jemison,Lal,C,25.4,22,10.3,,11.9,24.9,12,0.417,42,0.619,0,0,0.603,2.6,2.8,,0.3,,0.1,0.4,5,2024
7404,Alex Reese,Okc,F-G,25.9,1,1.9,,22.3,0,0,0,1,1,0,0,1,2,1,,0,,0,0,0,2024
7405,Jackson Rowe,Gol,F,28.3,6,8.6,,16.8,5.5,6,0.5,7,0.714,10,0.3,0.56,3.7,1.8,,0.7,,0.7,0,7.8,2024
7406,Zaccharie Risacher,Atl,F,20,75,24.6,,20.9,10.5,149,0.711,436,0.539,344,0.355,0.557,12.6,3.6,,1.2,,0.7,0.5,6.2,2024
7407,Alexandre Sarr,Was,C,20,67,27.1,,23.5,12.1,165,0.679,487,0.454,341,0.308,0.482,13,6.5,,2.4,,0.7,1.5,8.7,2024
7408,Dalton Knecht,Lal,F,24,78,19.2,,18.5,6.2,84,0.762,217,0.594,340,0.376,0.594,9.1,2.8,,0.8,,0.3,0.1,5.7,2024
7409,Cody Williams,Uta,F,20.4,50,21.2,,12.5,14.6,40,0.725,122,0.393,135,0.259,0.419,4.6,2.3,,1.2,,0.5,0.3,4.4,2024
7410,Reed Sheppard,Hou,G,20.8,52,12.6,,17.8,13.4,16,0.813,97,0.371,142,0.338,0.465,4.4,1.5,,1.4,,0.7,0.3,6.7,2024
7411,Stephon Castle,San,G,20.4,81,26.7,,26,15.2,344,0.724,655,0.501,333,0.285,0.522,14.7,3.7,,4.1,,0.9,0.3,9.1,2024
7412,Rob Dillingham,Min,G,20.3,49,10.5,,22.7,20.1,15,0.533,137,0.496,74,0.338,0.503,4.5,1,,2,,0.4,0,7.9,2024
7413,Ja'Kobe Walter,Tor,G,20.6,52,21.2,,18.2,11.3,83,0.795,207,0.454,186,0.349,0.523,8.6,3.1,,1.6,,0.8,0.2,6.6,2024
7414,Carlton Carrington,Was,G,19.7,82,30,,15.8,15.9,85,0.812,341,0.475,407,0.339,0.514,9.8,4.2,,4.4,,0.7,0.3,7.5,2024
7415,Isaiah Collier,Uta,G,20.5,71,25.9,,18.8,27.3,154,0.682,386,0.497,169,0.249,0.494,8.7,3.3,,6.3,,0.9,0.2,8.7,2024
7416,Devin Carter,Sac,G,23.1,36,11,,17.9,12.4,44,0.591,66,0.439,61,0.295,0.471,3.8,2.1,,1.1,,0.6,0.1,7.5,2024
7417,Donovan Clingan,Por,C,21.1,67,19.8,,14.2,17.7,104,0.596,285,0.582,49,0.286,0.574,6.5,7.9,,1.1,,0.5,1.6,7.8,2024
7418,Kyle Filipowski,Uta,C,21.4,72,21.1,,18.7,16.4,143,0.65,298,0.614,220,0.35,0.594,9.6,6.1,,1.9,,0.7,0.3,9.1,2024
7419,Jared McCain,Phi,G,21.1,23,25.7,,24.7,11.9,56,0.875,141,0.532,133,0.383,0.589,15.3,2.4,,2.6,,0.7,0,7.1,2024
7420,Kyshawn George,Was,F,21.3,68,26.5,,15.9,15.1,93,0.753,192,0.464,354,0.322,0.503,8.7,4.2,,2.5,,1,0.7,6.8,2024
7421,Yves Missi,Nor,C,20.9,73,26.8,,14.3,14.3,204,0.623,490,0.549,1,0,0.573,9.1,8.2,,1.4,,0.5,1.3,7,2024
7422,Tidjane Salaun,Cha,F,19.7,60,20.7,,15.2,14.4,94,0.713,140,0.4,205,0.283,0.457,5.9,4.7,,1.2,,0.5,0.2,6.2,2024
7423,Kel'el Ware,Mia,C,21,64,22.2,,17.2,10.9,67,0.687,353,0.629,111,0.315,0.603,9.3,7.4,,0.9,,0.6,1.1,7.1,2024
7424,Johnny Furphy,Ind,G,20.3,50,7.6,,12.9,11.5,22,0.818,42,0.476,50,0.3,0.506,2.1,1.4,,0.4,,0.4,0.2,5.6,2024
7425,Tyler Kolek,Nyk,G,24,41,7.2,,15.8,17.9,17,0.765,35,0.371,47,0.298,0.453,2,0.7,,1.7,,0.3,0.1,7.4,2024
7426,Ulrich Chomche,Tor,C,19.3,7,4.6,,10.2,27.7,2,0.5,5,0.4,0,0,0.425,0.7,1.1,,0.3,,0,0.1,5.3,2024
7427,Trentyn Flowers,Lac,F,20.1,6,4.5,,21.8,8,3,1,9,0.444,2,0,0.446,1.8,0.7,,0,,0,0,0,2024
7428,Jaylon Tyson,Cle,G-F,22.4,47,9.6,,17.4,14.8,24,0.792,91,0.484,58,0.345,0.523,3.6,2,,0.9,,0.3,0.1,7.8,2024
7429,Cam Spencer,Mem,G,25,25,10.1,,15.4,6.8,19,1,29,0.517,53,0.358,0.587,4.2,1.2,,1.4,,0.4,0,7.6,2024
7430,Oso Ighodaro,Pho,F,22.8,61,17.1,,10.5,17.2,50,0.58,185,0.611,2,0,0.61,4.2,3.6,,1.2,,0.5,0.5,6.1,2024
7431,Ryan Dunn,Pho,F,22.3,74,19.1,,16.7,7.7,39,0.487,213,0.577,264,0.311,0.517,6.9,3.6,,0.8,,0.6,0.5,5.7,2024
7432,Jamal Shead,Tor,G,22.7,75,19.6,,18.6,18.8,69,0.768,281,0.47,223,0.323,0.499,7.1,1.5,,4.2,,0.8,0.1,7.2,2024
7433,Justin Edwards,Phi,F,21.3,44,26.3,,16.8,11.5,46,0.696,188,0.548,190,0.363,0.559,10.1,3.4,,1.6,,1,0.4,5.8,2024
7434,Ajay Mitchell,Okc,G,22.8,36,16.6,,16.3,13.5,35,0.829,125,0.552,60,0.383,0.589,6.6,1.9,,1.8,,0.7,0.1,6.8,2024
7435,Keshad Johnson,Mia,F,23.8,16,6.1,,15.4,13.2,9,0.444,19,0.789,7,0.429,0.718,2.7,1.8,,0.3,,0.3,0.3,7.4,2024
7436,Cam Christie,Lac,G,19.7,13,4.5,,20.6,7.6,4,0.5,11,0.455,13,0.154,0.349,1.4,0.9,,0.5,,0.4,0.1,7.6,2024
7437,KJ Simpson,Cha,G,22.7,36,23.4,,19.1,15.7,50,0.82,171,0.415,130,0.254,0.437,7.8,3,,3.1,,0.9,0.2,7.1,2024
7438,Bronny James,Lal,G,20.5,27,6.7,,20.9,16.2,14,0.786,35,0.343,32,0.281,0.424,2.3,0.7,,0.8,,0.3,0.1,6.5,2024
7439,AJ Johnson,Mil,G,20.4,7,6.3,,23.9,17.2,2,0.5,14,0.357,5,0.6,0.503,2.9,1,,1,,0.1,0,9.1,2024
7440,AJ Johnson,Was,G,20.4,22,27,,17,13.8,35,0.886,109,0.486,85,0.247,0.478,9.1,2.4,,3.1,,0.5,0.1,6,2024
7441,Pacome Dadiet,Nyk,F,19.7,18,6.2,,14.7,11.3,6,0.667,12,0.333,19,0.316,0.446,1.7,1,,0.3,,0.2,0.1,5.2,2024
7442,Quinten Post,Gol,C,25.1,42,16.3,,19.6,10.7,27,0.778,95,0.526,179,0.408,0.595,8.1,3.5,,1.3,,0.4,0.4,8.2,2024
7443,Jonathan Mogbo,Tor,F,23.5,63,20.4,,15,16.4,82,0.732,286,0.486,70,0.243,0.496,6.2,4.9,,2.3,,0.9,0.5,8.1,2024
7444,Jaylen Wells,Mem,F,21.6,79,25.9,,15.9,9.3,135,0.822,284,0.525,391,0.353,0.56,10.4,3.4,,1.7,,0.6,0.1,6,2024
7445,Branden Carlson,Okc,C,25.8,32,7.7,,19.3,6.7,18,0.778,31,0.677,66,0.333,0.581,3.8,1.7,,0.4,,0.2,0.7,7.1,2024
7446,Isaiah Crawford,Sac,F,23.5,15,3,,13,8.2,4,0.5,6,0.667,5,0.2,0.509,0.9,0.5,,0.1,,0.1,0.1,4.7,2024
7447,Cui Yongxi,Bro,F,21.9,5,2.1,,33.4,0,2,0.5,4,0.25,3,0,0.19,0.6,0.4,,0,,0,0,0,2024
7448,Zyon Pullin,Mem,G,24.1,3,0.9,,15.5,0,0,0,1,0,0,0,0,0,0,,0,,0,0,0,2024
7449,Enrique Freeman,Ind,F,24.7,22,8.2,,12.3,13.9,19,0.684,27,0.556,10,0.1,0.507,2.1,1.4,,0.4,,0.1,0.1,5.1,2024
7450,Isaac Jones,Sac,F,24.8,40,7.6,,16.3,16.1,36,0.639,75,0.68,8,0.375,0.678,3.4,1.4,,0.3,,0.1,0.3,5.9,2024
7451,Jamison Battle,Tor,F,23.9,59,17.7,,15.3,7.2,18,0.889,88,0.5,259,0.405,0.59,7.1,2.7,,0.9,,0.3,0.2,5.8,2024
7452,Armel Traore,Lal,F,22.2,9,7.4,,16.5,13.6,7,0.286,12,0.5,7,0,0.317,1.6,1.7,,0.1,,0.4,0.2,3.5,2024
7453,Riley Minix,San,F,24.6,1,6.8,,6.3,0,0,0,0,0,1,0,0,0,2,,0,,0,0,0,2024
7454,Quincy Olivari,Lal,G,23.9,2,5.2,,25.6,16.7,0,0,0,0,5,0.2,0.3,1.5,0,,0.5,,0,0,0,2024
7455,Daniss Jenkins,Det,G,23.7,7,3.3,,22,9.1,2,0,3,0.667,7,0.143,0.322,1,0.3,,0.4,,0,0,6,2024
7456,Spencer Jones,Den,F,23.8,20,6.2,,13.7,12.7,3,1,17,0.588,17,0.059,0.368,1.3,0.9,,0.3,,0.3,0.3,4.6,2024
7457,RayJ Dennis,Ind,G,24,11,6.4,,23.9,13,2,1,12,0.417,21,0.286,0.443,2.7,1.1,,1.3,,0.6,0.2,9.8,2024
7458,Malevy Leons,Okc,F,25.6,6,3.5,,9.6,31.1,4,0.5,1,0,1,0,0.266,0.3,0.5,,0.2,,0,0,3.6,2024
7459,Alex Ducas,Okc,G,24.3,21,6,,11.8,11.6,2,1,9,0.222,21,0.476,0.583,1.7,1.2,,0.2,,0.2,0,4.9,2024
7460,Yuki Kawamura,Mem,G,24,22,4.2,,17,14.1,9,0.778,7,0.571,23,0.304,0.53,1.6,0.5,,0.9,,0.1,0,8.5,2024
7461,Javonte Green,Cle,G,31.7,18,9.2,,18.3,6,10,0.5,30,0.5,33,0.242,0.438,3.3,2.2,,0.6,,0.6,0.1,7.1,2024
7462,Sidy Cissoko,Por,G,21,5,12,,15.5,42.3,3,0.667,6,0.667,6,0,0.375,2,2.2,,1.8,,0.2,0.2,6.6,2024
7463,Mitchell Robinson,Nyk,C-F,27,17,17.1,,11.1,15.1,19,0.684,56,0.661,0,0,0.676,5.1,5.9,,0.8,,0.9,1.1,6.8,2024
7464,Malachi Flynn,Cha,G,26.9,4,10.9,,19.1,23,6,0.833,9,0.444,4,0.25,0.512,4,1.8,,1.8,,0.8,0,8.6,2024
7465,Lamar Stevens,Mem,F,27.8,17,9.1,,20.2,13.6,11,0.727,36,0.583,27,0.296,0.545,4.4,2.2,,0.5,,0.3,0.2,7.4,2024
7466,Tony Bradley,Ind,C-F,27.3,14,8.1,,20.2,10,6,0.333,42,0.667,3,0.333,0.64,4.4,3,,0.4,,0.1,0.6,8.6,2024
7467,Jesse Edwards,Min,C,25.1,2,2.4,,0,0,0,0,0,0,0,0,0,0,0,,0.5,,0,0,0,2024
7468,Vasilije Micic,Pho,G,31.2,5,4.1,,6.4,100,0,0,0,0,0,0,0,0,0.4,,0.2,,0,0,0,2024
7469,N'Faly Dante,Hou,C,23.5,4,12.7,,14,13,5,0.8,13,0.769,0,0,0.789,6,5.3,,0.5,,0.3,1.3,7.9,2024
7470,Skal Labissiere,Sac,F-C,29.1,4,3,,14.3,0,0,0,3,0.333,1,1,0.625,1.3,0.8,,0.3,,0,0,9,2024
7471,Kai Jones,Dal,C-F,24.2,12,21.7,,14.8,9.8,20,0.7,70,0.857,3,0.333,0.837,11.4,6.6,,1.3,,0.8,0.8,8.5,2024
7472,Jahmir Young,Chi,G,24.5,6,5,,9.7,15.5,2,1,3,1,2,0.5,0.935,1.8,0.5,,1,,0,0,7.7,2024
7473,Emanuel Miller,Chi,F,24.8,6,4.1,,15,0,2,1,7,0.571,1,0,0.563,1.7,1.3,,0.3,,0.2,0,8.5,2024
7474,Alex Reese,Phi,F-C,25.9,14,15.3,,13.1,10.1,12,0.75,12,0.833,41,0.366,0.635,5.3,3.3,,0.3,,0.7,0.7,4.5,2024
7475,Jamaree Bouyea,Mil,G,25.8,5,12.3,,16.1,39.4,6,0.667,7,0.714,5,0.2,0.581,3.4,1,,2,,0.8,0.4,6.2,2024
7476,Miles Norris,Bos,F,25,3,11.6,,12.4,0,2,0.5,2,0,7,0.286,0.354,2.3,3,,0,,0.7,0.3,0,2024
7477,Caleb Martin,Dal,F,29.5,14,19.6,,14.9,15.2,24,0.625,56,0.429,16,0.25,0.454,5.4,2.9,,1.9,,0.9,0.2,6.3,2024
7478,Colin Castleton,Tor,C,24.9,11,26.2,,13.5,24.6,18,0.722,56,0.536,8,0.25,0.549,7.2,6.9,,1.6,,0.5,0.7,6.6,2024
7479,JT Thor,Was,F,22.6,11,18.8,,10.8,6.3,14,0.571,29,0.448,15,0.2,0.429,3.9,3.8,,0.5,,0.5,0.5,4.1,2024
7480,MarJon Beauchamp,Nyk,F,24.5,6,2.9,,34.8,8,4,1,6,0.667,5,0.2,0.588,2.5,1.5,,0.2,,0.2,0,12.5,2024
7481,Anton Watson,Nyk,F,24.5,9,2.5,,21.5,18.2,0,0,8,0.5,1,0,0.444,0.9,0.3,,0.2,,0.1,0,6,2024
7482,Mo Bamba,Nor,C,26.9,4,15.3,,7.5,9.6,2,1,5,0.8,4,0,0.506,2.5,6.3,,0.5,,0,0.8,5.2,2024
7483,Colby Jones,Was,G,22.9,15,25.7,,14.7,13.4,35,0.657,64,0.563,39,0.308,0.553,8.7,4.3,,2.5,,1.3,0.4,7.1,2024
7484,Marcus Garrett,Cha,G,26.4,4,19.9,,18.6,18,4,0.75,19,0.421,8,0.375,0.487,7,1.5,,3.3,,0.8,0.5,6.6,2024
7485,Pete Nance,Mil,F,25.1,6,11.6,,13.2,19,0,0,5,0.8,12,0.417,0.676,3.8,1.8,,1.2,,0.2,0.3,7,2024
7486,Oshae Brissett,Phi,F-G,26.8,6,23.7,,16.3,16.9,14,0.571,21,0.619,18,0.333,0.576,8.7,3.7,,0.7,,0.7,0.5,4.8,2024
7487,Jalen Hood-Schifino,Phi,G,21.8,13,23.1,,17.7,14.9,19,0.842,51,0.431,46,0.304,0.484,7.8,2,,2.8,,0.4,0.5,6.1,2024
7488,Cody Martin,Pho,F,29.5,14,14.7,,15.3,13.6,12,0.75,30,0.567,27,0.111,0.417,3.7,3.4,,1.1,,0.9,0.4,6.5,2024
7489,Matisse Thybulle,Por,G-F,28.1,15,20.8,,14.3,12.8,15,0.467,40,0.525,48,0.438,0.592,7.5,3.5,,1.9,,2.2,0.6,7.1,2024
7490,Bones Hyland,Min,G,24.6,4,4.2,,10.3,25,0,0,1,1,2,0.5,0.833,1.3,0.3,,1,,0,0,7,2024
7491,P.J. Tucker,Nyk,F,39.9,3,19.3,,6,12.5,0,0,1,0,6,0.5,0.643,3,2.7,,0,,0.3,0.3,0,2024
7492,Terry Taylor,Sac,F,25.6,3,2.1,,6.8,0,0,0,1,0,0,0,0,0,0.3,,0.7,,0,0,0,2024
7493,Marcus Bagley,Phi,F,23.5,10,25.3,,13.8,9.2,10,0.8,37,0.595,32,0.156,0.456,6.7,7,,1,,0.9,1.2,5.7,2024
7494,Lester Quinones,Nor,G,24.4,9,18.5,,21.6,12.4,12,0.833,29,0.483,41,0.317,0.511,8.6,1.7,,2.6,,0.3,0.2,7.3,2024
7495,Kevin McCullar Jr.,Nyk,G,24.1,4,7.3,,11.7,0,2,1,6,0.333,1,0,0.381,1.5,2,,0.5,,0.3,0.3,6.3,2024
